VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,"1/1/2018, 2:38:59 AM","1/1/2018, 2:44:39 AM",5,0.88,1,N,237,262,1,6,0.5,0.5,1.46,0,0.3,8.76,-,-
2,"1/1/2018, 2:50:34 AM","1/1/2018, 3:17:22 AM",5,3.39,1,N,237,113,1,18,0.5,0.5,2,0,0.3,21.3,-,-
2,"1/1/2018, 2:24:55 AM","1/1/2018, 2:31:14 AM",1,0.94,1,N,48,143,1,6,0.5,0.5,1.46,0,0.3,8.76,-,-
2,"1/1/2018, 2:44:39 AM","1/1/2018, 2:53:37 AM",1,0.69,1,N,48,50,1,7,0.5,0.5,1.66,0,0.3,9.96,-,-
2,"1/1/2018, 2:56:11 AM","1/1/2018, 3:26:25 AM",1,4.49,1,N,50,148,1,21,0.5,0.5,1,0,0.3,23.3,-,-
2,"1/1/2018, 2:06:41 AM","1/1/2018, 2:11:53 AM",6,0.91,1,N,79,144,1,5.5,0.5,0.5,1,0,0.3,7.8,-,-
2,"1/1/2018, 2:43:45 AM","1/1/2018, 2:49:20 AM",6,1.08,1,N,113,137,1,6,0.5,0.5,1.46,0,0.3,8.76,-,-
1,"1/1/2018, 2:18:08 AM","1/1/2018, 2:29:18 AM",1,5.7,1,N,263,4,1,18,0.5,0.5,2,0,0.3,21.3,-,-
1,"1/1/2018, 2:32:10 AM","1/1/2018, 2:51:51 AM",1,4.1,1,N,4,246,2,16.5,0.5,0.5,0,0,0.3,17.8,-,-
1,"1/1/2018, 2:00:25 AM","1/1/2018, 2:20:37 AM",1,7.4,1,N,237,116,2,24,0.5,0.5,0,0,0.3,25.3,-,-
1,"1/1/2018, 2:35:11 AM","1/1/2018, 2:38:49 AM",1,0.7,1,N,166,151,2,4.5,0.5,0.5,0,0,0.3,5.8,-,-
1,"1/1/2018, 2:40:03 AM","1/1/2018, 2:44:26 AM",1,0.7,1,N,151,238,1,5,0.5,0.5,1.25,0,0.3,7.55,-,-
1,"1/1/2018, 2:50:10 AM","1/1/2018, 3:03:54 AM",1,2.5,1,N,143,263,2,11.5,0.5,0.5,0,0,0.3,12.8,-,-
2,"1/1/2018, 2:30:06 AM","1/1/2018, 2:51:31 AM",1,2.23,1,N,90,50,1,14,0.5,0.5,2,0,0.3,17.3,-,-
2,"1/1/2018, 2:54:56 AM","1/1/2018, 3:02:20 AM",1,0.47,1,N,50,50,2,6,0.5,0.5,0,0,0.3,7.3,-,-
2,"1/1/2018, 2:15:07 AM","1/1/2018, 2:40:17 AM",3,9.09,1,N,144,226,2,29,0.5,0.5,0,0,0.3,30.3,-,-
2,"1/1/2018, 2:53:36 AM","1/1/2018, 2:59:24 AM",2,1.2,1,N,229,170,1,6,0.5,0.5,1.46,0,0.3,8.76,-,-
2,"1/1/2018, 2:19:03 AM","1/1/2018, 2:36:34 AM",1,3.44,1,N,148,80,2,15,0.5,0.5,0,0,0.3,16.3,-,-
2,"1/1/2018, 2:39:05 AM","1/1/2018, 2:52:45 AM",1,3.62,1,N,80,193,1,13.5,0.5,0.5,2.96,0,0.3,17.76,-,-
2,"1/1/2018, 2:57:01 AM","1/1/2018, 3:23:14 AM",1,4.48,1,N,193,50,2,20,0.5,0.5,0,0,0.3,21.3,-,-
2,"1/1/2018, 2:16:59 AM","1/1/2018, 2:38:16 AM",1,12.31,1,N,236,3,1,34,0.5,0.5,5,0,0.3,40.3,-,-
1,"1/1/2018, 2:22:08 AM","1/1/2018, 2:27:45 AM",1,1.3,1,N,43,238,2,6.5,0.5,0.5,0,0,0.3,7.8,-,-
1,"1/1/2018, 2:30:43 AM","1/1/2018, 2:35:49 AM",1,1.1,1,N,238,236,1,6,0.5,0.5,1.45,0,0.3,8.75,-,-
1,"1/1/2018, 2:40:46 AM","1/1/2018, 2:49:12 AM",2,1.9,1,N,236,143,1,9,0.5,0.5,1.5,0,0.3,11.8,-,-
1,"1/1/2018, 2:53:53 AM","1/1/2018, 3:09:55 AM",1,2.5,1,N,239,246,1,12.5,0.5,0.5,2.75,0,0.3,16.55,-,-
1,"1/1/2018, 2:24:40 AM","1/1/2018, 2:30:14 AM",2,0.8,1,N,68,234,1,5.5,0.5,0.5,1.35,0,0.3,8.15,-,-
1,"1/1/2018, 2:36:30 AM","1/1/2018, 2:41:16 AM",2,0.7,1,N,113,113,2,5,0.5,0.5,0,0,0.3,6.3,-,-
1,"1/1/2018, 2:46:11 AM","1/1/2018, 2:54:06 AM",2,1,1,N,113,186,2,7,0.5,0.5,0,0,0.3,8.3,-,-
1,"1/1/2018, 2:55:38 AM","1/1/2018, 3:05:22 AM",1,1,1,N,186,68,1,8,0.5,0.5,2.75,0,0.3,12.05,-,-
1,"1/1/2018, 2:21:42 AM","1/1/2018, 2:35:59 AM",1,3.5,1,N,170,79,1,13.5,0.5,0.5,3.7,0,0.3,18.5,-,-
1,"1/1/2018, 2:47:05 AM","1/1/2018, 3:17:29 AM",2,7,1,N,107,80,1,27,0.5,0.5,7.05,0,0.3,35.35,-,-
2,"1/1/2018, 2:07:14 AM","1/1/2018, 2:11:45 AM",2,0.76,1,N,142,239,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
2,"1/1/2018, 2:13:07 AM","1/1/2018, 2:14:47 AM",2,0.45,1,N,239,239,1,3.5,0.5,0.5,1.44,0,0.3,6.24,-,-
2,"1/1/2018, 2:23:33 AM","1/2/2018, 2:14:47 AM",2,3.23,1,N,142,236,2,13.5,0.5,0.5,0,0,0.3,14.8,-,-
2,"1/1/2018, 2:45:59 AM","1/1/2018, 3:00:11 AM",3,4.67,1,N,237,112,1,15.5,0.5,0.5,5.04,0,0.3,21.84,-,-
2,"1/1/2018, 2:30:38 AM","1/1/2018, 2:45:47 AM",1,1.5,1,N,249,186,1,10.5,0.5,0.5,0,0,0.3,11.8,-,-
2,"1/1/2018, 2:21:50 AM","1/1/2018, 2:31:08 AM",1,1.98,1,N,43,263,1,9,0.5,0.5,1.54,0,0.3,11.84,-,-
2,"1/1/2018, 2:34:09 AM","1/1/2018, 3:18:11 AM",1,5.21,1,N,263,68,1,28,0.5,0.5,0,0,0.3,29.3,-,-
1,"1/1/2018, 2:21:56 AM","1/1/2018, 2:27:08 AM",1,0.5,1,N,170,233,2,5,0.5,0.5,0,0,0.3,6.3,-,-
1,"1/1/2018, 2:31:23 AM","1/1/2018, 2:36:05 AM",1,1,1,N,233,141,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:38:54 AM","1/1/2018, 2:51:42 AM",1,1.7,1,N,141,229,1,9.5,0.5,0.5,0,0,0.3,10.8,-,-
1,"1/1/2018, 2:14:36 AM","1/1/2018, 2:27:04 AM",1,3.4,1,N,239,116,2,12.5,0.5,0.5,0,0,0.3,13.8,-,-
1,"1/1/2018, 2:32:16 AM","1/1/2018, 2:36:53 AM",1,1,1,N,116,166,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:42:25 AM","1/1/2018, 2:52:15 AM",1,2,1,N,24,263,2,9.5,0.5,0.5,0,0,0.3,10.8,-,-
1,"1/1/2018, 2:59:34 AM","1/1/2018, 3:05:30 AM",1,1.7,1,N,263,162,2,7.5,0.5,0.5,0,0,0.3,8.8,-,-
2,"1/1/2018, 2:23:53 AM","1/1/2018, 2:26:11 AM",1,0.65,1,N,238,239,1,4,0.5,0.5,1.06,0,0.3,6.36,-,-
2,"1/1/2018, 2:28:10 AM","1/1/2018, 2:52:35 AM",1,10.51,1,N,239,25,1,31,0.5,0.5,5,0,0.3,37.3,-,-
1,"1/1/2018, 2:31:04 AM","1/1/2018, 2:40:00 AM",1,0.7,1,N,90,107,2,7,0.5,0.5,0,0,0.3,8.3,-,-
1,"1/1/2018, 2:41:20 AM","1/1/2018, 3:00:51 AM",2,2.7,1,N,107,163,2,14,0.5,0.5,0,0,0.3,15.3,-,-
2,"1/1/2018, 2:17:18 AM","1/1/2018, 2:19:10 AM",1,0.39,1,N,237,236,1,3.5,0.5,0.5,1.44,0,0.3,6.24,-,-
2,"1/1/2018, 2:21:13 AM","1/1/2018, 2:30:25 AM",1,2.36,1,N,236,143,1,9.5,0.5,0.5,2.7,0,0.3,13.5,-,-
2,"1/1/2018, 2:33:12 AM","1/1/2018, 2:39:05 AM",1,0.87,1,N,143,50,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
2,"1/1/2018, 2:39:27 AM","1/1/2018, 2:52:04 AM",1,2.21,1,N,50,68,1,11,0.5,0.5,2.46,0,0.3,14.76,-,-
2,"1/1/2018, 2:27:32 AM","1/1/2018, 3:02:49 AM",1,8.41,1,N,114,74,1,31.5,0.5,0.5,0,0,0.3,32.8,-,-
1,"1/1/2018, 2:13:48 AM","1/1/2018, 2:30:53 AM",1,4.3,1,N,45,62,2,16,0.5,0.5,0,0,0.3,17.3,-,-
1,"1/1/2018, 2:18:12 AM","1/1/2018, 2:22:38 AM",1,0.8,1,N,209,144,1,5.5,0.5,0.5,2,0,0.3,8.8,-,-
1,"1/1/2018, 2:29:13 AM","1/1/2018, 2:39:29 AM",1,1.3,1,N,114,234,1,8,0.5,0.5,0.93,0,0.3,10.23,-,-
2,"1/1/2018, 2:33:11 AM","1/1/2018, 2:51:35 AM",1,3.06,1,N,229,50,1,14,0.5,0.5,3.06,0,0.3,18.36,-,-
2,"1/1/2018, 2:56:40 AM","1/1/2018, 3:12:15 AM",1,3.69,1,N,142,116,1,14,0.5,0.5,3.82,0,0.3,19.12,-,-
1,"1/1/2018, 2:11:59 AM","1/1/2018, 2:24:19 AM",4,2.6,1,N,142,151,1,11,0.5,0.5,1.5,0,0.3,13.8,-,-
1,"1/1/2018, 2:26:02 AM","1/1/2018, 2:59:30 AM",3,8.2,1,N,151,232,2,29,0.5,0.5,0,0,0.3,30.3,-,-
1,"1/1/2018, 2:50:58 AM","1/1/2018, 3:03:39 AM",1,2.7,1,N,236,48,3,11.5,0.5,0.5,0,0,0.3,12.8,-,-
1,"1/1/2018, 2:01:54 AM","1/1/2018, 2:14:38 AM",1,1.3,1,N,50,48,2,9.5,0.5,0.5,0,0,0.3,10.8,-,-
1,"1/1/2018, 2:27:50 AM","1/1/2018, 2:37:53 AM",1,0.3,1,N,48,48,2,7.5,0.5,0.5,0,0,0.3,8.8,-,-
1,"1/1/2018, 2:40:21 AM","1/1/2018, 2:46:37 AM",1,0.9,1,N,48,90,2,6.5,0.5,0.5,0,0,0.3,7.8,-,-
1,"1/1/2018, 2:54:12 AM","1/1/2018, 3:00:20 AM",1,0.4,1,N,107,107,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:15:16 AM","1/1/2018, 2:28:00 AM",1,2,1,N,148,233,1,10,0.5,0.5,2.25,0,0.3,13.55,-,-
1,"1/1/2018, 2:30:18 AM","1/1/2018, 2:38:36 AM",1,1.4,1,N,170,161,2,7.5,0.5,0.5,0,0,0.3,8.8,-,-
1,"1/1/2018, 2:48:49 AM","1/1/2018, 2:53:12 AM",1,1.2,1,N,141,140,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:43:23 AM","1/1/2018, 2:50:20 AM",1,1,1,N,246,50,2,6.5,0.5,0.5,0,0,0.3,7.8,-,-
2,"1/1/2018, 2:14:07 AM","1/1/2018, 2:18:36 AM",2,0.71,1,N,13,13,2,5,0.5,0.5,0,0,0.3,6.3,-,-
2,"1/1/2018, 2:25:20 AM","1/1/2018, 2:43:32 AM",2,3.57,1,N,231,246,1,15.5,0.5,0.5,0,0,0.3,16.8,-,-
2,"1/1/2018, 2:48:58 AM","1/1/2018, 3:13:10 AM",2,4.5,1,N,48,75,2,18,0.5,0.5,0,0,0.3,19.3,-,-
1,"1/1/2018, 2:12:49 AM","1/1/2018, 2:29:03 AM",2,2.1,1,N,231,79,1,12,0.5,0.5,2.65,0,0.3,15.95,-,-
1,"1/1/2018, 2:34:01 AM","1/1/2018, 2:53:20 AM",1,1.7,1,N,137,90,1,13,0.5,0.5,2.85,0,0.3,17.15,-,-
2,"1/1/2018, 2:18:10 AM","1/1/2018, 2:22:25 AM",1,0.68,1,N,107,170,2,5,0.5,0.5,0,0,0.3,6.3,-,-
2,"1/1/2018, 2:32:55 AM","1/1/2018, 2:46:39 AM",1,0.38,1,N,48,48,1,9,0.5,0.5,1,0,0.3,11.3,-,-
2,"1/1/2018, 2:55:03 AM","1/1/2018, 3:19:29 AM",1,3.2,1,N,48,141,2,16.5,0.5,0.5,0,0,0.3,17.8,-,-
2,"1/1/2018, 2:35:45 AM","1/1/2018, 3:14:20 AM",2,20.71,1,N,226,117,1,57,0.5,0.5,0,0,0.3,58.3,-,-
2,"1/1/2018, 2:42:28 AM","1/1/2018, 2:56:46 AM",1,1.78,1,N,246,50,1,11,0.5,0.5,2.46,0,0.3,14.76,-,-
2,"1/1/2018, 2:59:28 AM","1/1/2018, 3:00:52 AM",1,0.18,1,N,142,143,2,3,0.5,0.5,0,0,0.3,4.3,-,-
1,"1/1/2018, 2:31:26 AM","1/1/2018, 2:39:34 AM",1,0.7,1,N,79,107,1,6.5,0.5,0.5,1.55,0,0.3,9.35,-,-
1,"1/1/2018, 2:46:50 AM","1/1/2018, 2:58:24 AM",2,2.7,1,N,107,141,2,10.5,0.5,0.5,0,0,0.3,11.8,-,-
1,"1/1/2018, 2:13:37 AM","1/1/2018, 2:21:46 AM",2,2,1,N,236,142,2,8.5,0.5,0.5,0,0,0.3,9.8,-,-
1,"1/1/2018, 2:22:32 AM","1/1/2018, 2:33:09 AM",2,1.9,1,N,142,151,1,9.5,0.5,0.5,2.7,0,0.3,13.5,-,-
1,"1/1/2018, 2:48:43 AM","1/1/2018, 2:50:43 AM",1,0.5,1,N,142,143,1,4,0.5,0.5,1.3,0,0.3,6.6,-,-
1,"1/1/2018, 2:51:52 AM","1/1/2018, 3:03:01 AM",1,3.1,1,N,143,236,1,12,0.5,0.5,1.33,0,0.3,14.63,-,-
1,"1/1/2018, 2:49:03 AM","1/1/2018, 2:55:38 AM",2,1.3,1,N,95,95,2,6,0.5,0.5,0,0,0.3,7.3,-,-
1,"1/1/2018, 2:15:56 AM","1/1/2018, 2:28:06 AM",2,1.1,1,N,107,186,1,9,0.5,0.5,2.7,0,0.3,13,-,-
1,"1/1/2018, 2:44:39 AM","1/1/2018, 2:52:57 AM",1,1.6,1,N,114,88,2,8,0.5,0.5,0,0,0.3,9.3,-,-
1,"1/1/2018, 2:54:00 AM","1/1/2018, 3:15:35 AM",2,12,1,N,261,21,2,34,0.5,0.5,0,5.75,0.3,41.05,-,-
1,"1/1/2018, 2:38:07 AM","1/1/2018, 2:44:11 AM",1,1.5,1,N,40,33,1,7,0.5,0.5,2.45,0,0.3,10.75,-,-
1,"1/1/2018, 2:58:10 AM","1/1/2018, 3:00:16 AM",2,0.3,1,N,261,261,1,3.5,0.5,0.5,1.4,0,0.3,6.2,-,-
2,"1/1/2018, 2:12:28 AM","1/1/2018, 2:24:11 AM",1,2.46,1,N,13,249,1,11,0.5,0.5,2.46,0,0.3,14.76,-,-
2,"1/1/2018, 2:30:40 AM","1/1/2018, 2:47:13 AM",1,1.35,1,N,249,107,1,11,0.5,0.5,1.11,0,0.3,13.41,-,-
2,"1/1/2018, 2:52:52 AM","1/1/2018, 3:12:06 AM",1,2.43,1,N,107,246,1,13.5,0.5,0.5,2.96,0,0.3,17.76,-,-
2,"1/1/2018, 1:57:19 AM","1/1/2018, 2:01:11 AM",1,0.81,1,N,236,237,1,5,0.5,0.5,1,0,0.3,7.3,-,-
2,"1/1/2018, 2:06:37 AM","1/1/2018, 2:16:28 AM",1,1.83,1,N,43,233,2,8.5,0.5,0.5,0,0,0.3,9.8,-,-
2,"1/1/2018, 2:45:51 AM","1/1/2018, 3:22:43 AM",1,5.5,1,N,211,239,1,26.5,0.5,0.5,4.17,0,0.3,31.97,-,-
2,"12/31/2017, 11:59:12 PM","1/1/2018, 12:11:14 AM",3,2.35,1,N,239,75,1,10.5,0.5,0.5,2.95,0,0.3,14.75,-,-
2,"1/1/2018, 12:10:05 AM","1/1/2018, 12:33:08 AM",2,1.49,1,N,161,137,2,14.5,0.5,0.5,0,0,0.3,15.8,-,-
2,"1/1/2018, 12:35:37 AM","1/1/2018, 12:54:03 AM",2,4.88,1,N,137,238,1,16.5,0.5,0.5,3.56,0,0.3,21.36,-,-
1,"1/1/2018, 2:10:56 AM","1/1/2018, 2:19:06 AM",1,1.4,1,N,137,229,1,7.5,0.5,0.5,2.2,0,0.3,11,-,-
1,"1/1/2018, 2:58:53 AM","1/1/2018, 3:27:07 AM",0,5.3,1,N,114,236,2,21.5,0.5,0.5,0,0,0.3,22.8,-,-
1,"1/1/2018, 2:11:56 AM","1/1/2018, 2:14:35 AM",2,0.3,1,N,41,41,2,4,0.5,0.5,0,0,0.3,5.3,-,-
1,"1/1/2018, 2:22:31 AM","1/1/2018, 2:27:30 AM",1,1.1,1,N,24,238,1,6,0.5,0.5,1.45,0,0.3,8.75,-,-
1,"1/1/2018, 2:28:40 AM","1/1/2018, 2:33:08 AM",2,0.9,1,N,238,142,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:35:29 AM","1/1/2018, 2:43:11 AM",2,1.1,1,N,142,239,2,7,0.5,0.5,0,0,0.3,8.3,-,-
1,"1/1/2018, 2:47:46 AM","1/1/2018, 3:15:14 AM",2,2.5,1,N,239,164,1,17.5,0.5,0.5,3,0,0.3,21.8,-,-
1,"1/1/2018, 2:24:23 AM","1/1/2018, 2:29:38 AM",1,0.8,1,N,249,158,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:36:56 AM","1/1/2018, 2:46:53 AM",2,1.2,1,N,158,249,1,8,0.5,0.5,1.85,0,0.3,11.15,-,-
1,"1/1/2018, 2:48:13 AM","1/1/2018, 3:25:57 AM",2,7.7,1,N,249,41,1,30,0.5,0.5,6.25,0,0.3,37.55,-,-
1,"1/1/2018, 2:06:41 AM","1/1/2018, 2:25:31 AM",2,7.8,1,N,229,255,1,24,0.5,0.5,5.05,0,0.3,30.35,-,-
1,"1/1/2018, 2:28:46 AM","1/1/2018, 2:40:31 AM",2,3.2,1,N,112,17,1,12.5,0.5,0.5,2.75,0,0.3,16.55,-,-
1,"1/1/2018, 2:56:13 AM","1/1/2018, 3:00:18 AM",2,0.6,1,N,148,79,1,5,0.5,0.5,1.25,0,0.3,7.55,-,-
1,"1/1/2018, 2:09:19 AM","1/1/2018, 2:10:34 AM",1,0.5,1,N,140,263,2,3.5,0.5,0.5,0,0,0.3,4.8,-,-
1,"1/1/2018, 2:14:51 AM","1/1/2018, 2:27:38 AM",1,3,1,N,262,142,2,11.5,0.5,0.5,0,0,0.3,12.8,-,-
1,"1/1/2018, 2:29:28 AM","1/1/2018, 3:07:47 AM",2,10.2,1,N,142,181,1,34,0.5,0.5,8.2,5.76,0.3,49.26,-,-
1,"1/1/2018, 2:42:12 AM","1/1/2018, 3:07:27 AM",2,2.4,1,N,264,264,1,16.5,0.5,0.5,0,0,0.3,17.8,-,-
2,"1/1/2018, 2:16:36 AM","1/1/2018, 2:23:09 AM",1,1.89,1,N,141,233,1,7.5,0.5,0.5,3,0,0.3,11.8,-,-
2,"1/1/2018, 2:28:26 AM","1/1/2018, 2:37:21 AM",1,1.04,1,N,137,233,2,7.5,0.5,0.5,0,0,0.3,8.8,-,-
1,"1/1/2018, 2:38:09 AM","1/1/2018, 2:45:53 AM",2,1.1,1,N,4,114,1,7,0.5,0.5,1.65,0,0.3,9.95,-,-
1,"1/1/2018, 2:47:17 AM","1/1/2018, 3:14:08 AM",1,3.3,1,N,114,163,2,17.5,0.5,0.5,0,0,0.3,18.8,-,-
1,"1/1/2018, 2:05:41 AM","1/1/2018, 2:11:46 AM",1,1.1,1,N,79,107,1,6,0.5,0.5,1.45,0,0.3,8.75,-,-
1,"1/1/2018, 2:15:33 AM","1/1/2018, 2:22:41 AM",3,1.6,1,N,137,141,2,7.5,0.5,0.5,0,0,0.3,8.8,-,-
1,"1/1/2018, 2:24:19 AM","1/1/2018, 2:25:56 AM",1,0.6,1,N,141,141,1,4,0.5,0.5,1.55,0,0.3,6.85,-,-
1,"1/1/2018, 2:30:57 AM","1/1/2018, 2:34:37 AM",1,0.8,1,N,141,263,2,5,0.5,0.5,0,0,0.3,6.3,-,-
1,"1/1/2018, 2:37:05 AM","1/1/2018, 2:39:59 AM",2,0.5,1,N,263,237,2,4,0.5,0.5,0,0,0.3,5.3,-,-
1,"1/1/2018, 2:44:04 AM","1/1/2018, 2:59:23 AM",4,2.4,1,N,236,170,2,12,0.5,0.5,0,0,0.3,13.3,-,-
1,"1/1/2018, 2:19:59 AM","1/1/2018, 2:27:14 AM",4,1.9,1,N,142,151,2,8,0.5,0.5,0,0,0.3,9.3,-,-
1,"1/1/2018, 2:31:26 AM","1/1/2018, 2:35:43 AM",2,1,1,N,239,143,2,5.5,0.5,0.5,0,0,0.3,6.8,-,-
1,"1/1/2018, 2:36:59 AM","1/1/2018, 2:38:38 AM",1,0.4,1,N,143,143,2,3.5,0.5,0.5,0,0,0.3,4.8,-,-
1,"1/1/2018, 2:40:58 AM","1/1/2018, 2:43:37 AM",1,0.5,1,N,143,239,1,4,0.5,0.5,0,0,0.3,5.3,-,-
1,"1/1/2018, 2:47:07 AM","1/1/2018, 3:18:33 AM",2,4.9,1,N,239,113,1,22.5,0.5,0.5,7.1,0,0.3,30.9,-,-
1,"1/1/2018, 2:20:59 AM","1/1/2018, 2:34:35 AM",1,1,1,N,170,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95,-,-
2,"1/1/2018, 2:28:49 AM","1/1/2018, 2:51:13 AM",1,4.5,1,N,148,50,1,18,0.5,0.5,3.86,0,0.3,23.16,-,-
2,"1/1/2018, 2:54:37 AM","1/1/2018, 3:14:21 AM",1,3.2,1,N,50,162,2,14.5,0.5,0.5,0,0,0.3,15.8,-,-
2,"1/1/2018, 2:20:12 AM","1/1/2018, 2:24:24 AM",1,0.9,1,N,116,166,1,5.5,0.5,0.5,5,0,0.3,11.8,-,-
2,"1/1/2018, 2:26:06 AM","1/1/2018, 2:48:05 AM",1,4.85,1,N,166,127,2,19.5,0.5,0.5,0,0,0.3,20.8,-,-
1,"1/1/2018, 2:17:47 AM","1/1/2018, 2:24:17 AM",1,1.5,1,N,237,236,1,7,0.5,0.5,1.25,0,0.3,9.55,-,-
1,"1/1/2018, 2:30:42 AM","1/1/2018, 2:39:54 AM",1,1.3,1,N,43,161,2,8,0.5,0.5,0,0,0.3,9.3,-,-
1,"1/1/2018, 2:46:05 AM","1/1/2018, 2:53:58 AM",1,1.8,1,N,237,236,1,8.5,0.5,0.5,1.95,0,0.3,11.75,-,-
1,"1/1/2018, 2:55:42 AM","1/1/2018, 3:09:28 AM",1,3.2,1,N,236,48,1,12.5,0.5,0.5,4.1,0,0.3,17.9,-,-
2,"1/1/2018, 2:06:44 AM","1/1/2018, 2:28:23 AM",1,8.9,1,N,74,174,2,27.5,0.5,0.5,0,0,0.3,28.8,-,-
2,"1/1/2018, 2:32:34 AM","1/1/2018, 2:42:04 AM",1,2.32,1,N,18,20,2,10,0.5,0.5,0,0,0.3,11.3,-,-
2,"1/1/2018, 2:19:12 AM","1/1/2018, 2:53:07 AM",2,11.4,1,N,48,26,2,36,0.5,0.5,0,5.76,0.3,43.06,-,-
2,"1/1/2018, 2:08:24 AM","1/1/2018, 2:22:57 AM",1,7.97,1,N,138,262,2,22.5,0.5,0.5,0,5.76,0.3,29.56,-,-
2,"1/1/2018, 2:32:17 AM","1/1/2018, 2:46:22 AM",1,2.03,1,N,141,170,2,8,0.5,0.5,0,0,0.3,9.3,-,-
2,"1/1/2018, 2:59:03 AM","1/1/2018, 3:31:44 AM",1,6.65,1,N,233,223,2,24,0.5,0.5,0,0,0.3,25.3,-,-
1,"1/1/2018, 2:08:30 AM","1/1/2018, 2:27:11 AM",1,0.6,1,N,142,48,2,11.5,0.5,0.5,0,0,0.3,12.8,-,-
1,"1/1/2018, 2:33:52 AM","1/1/2018, 2:42:18 AM",5,0.2,1,N,48,48,2,6.5,0.5,0.5,0,0,0.3,7.8,-,-
1,"1/1/2018, 2:45:41 AM","1/1/2018, 3:40:59 AM",2,8.6,1,N,48,198,2,39,0.5,0.5,0,0,0.3,40.3,-,-
2,"1/1/2018, 2:18:31 AM","1/1/2018, 2:23:04 AM",1,1,1,N,141,263,1,5.5,0.5,0.5,1.36,0,0.3,8.16,-,-
2,"1/1/2018, 2:29:10 AM","1/1/2018, 2:37:44 AM",1,1.8,1,N,236,140,2,8.5,0.5,0.5,0,0,0.3,9.8,-,-
2,"1/1/2018, 2:46:21 AM","1/1/2018, 2:50:08 AM",1,0.86,1,N,141,262,1,5,0.5,0.5,1.26,0,0.3,7.56,-,-
2,"1/1/2018, 2:18:28 AM","1/1/2018, 2:53:44 AM",2,2.83,1,N,114,161,1,20.5,0.5,0.5,4.36,0,0.3,26.16,-,-
1,"1/1/2018, 2:39:59 AM","1/1/2018, 2:53:09 AM",2,1.3,1,N,164,107,1,9.5,0.5,0.5,2.15,0,0.3,12.95,-,-
1,"1/1/2018, 2:55:42 AM","1/1/2018, 3:11:19 AM",3,1.6,1,N,79,246,1,11,0.5,0.5,2.45,0,0.3,14.75,-,-
2,"1/1/2018, 2:20:29 AM","1/1/2018, 2:26:43 AM",2,0.91,1,N,161,233,2,6,0.5,0.5,0,0,0.3,7.3,-,-
2,"1/1/2018, 2:31:11 AM","1/1/2018, 2:46:18 AM",3,1.84,1,N,233,234,1,11,0.5,0.5,2.46,0,0.3,14.76,-,-
2,"1/1/2018, 2:54:14 AM","1/1/2018, 3:21:08 AM",2,4.91,1,N,90,255,1,20.5,0.5,0.5,4.36,0,0.3,26.16,-,-
1,"1/1/2018, 2:53:14 AM","1/1/2018, 2:56:32 AM",1,0.5,1,N,137,170,1,4,0.5,0.5,1,0,0.3,6.3,-,-
2,"1/1/2018, 2:11:51 AM","1/1/2018, 2:21:47 AM",1,1.18,1,N,137,90,1,7.5,0.5,0.5,1.76,0,0.3,10.56,-,-
2,"1/1/2018, 2:22:35 AM","1/1/2018, 2:50:04 AM",1,3.79,1,N,90,236,1,19,0.5,0.5,3,0,0.3,23.3,-,-
2,"1/1/2018, 2:51:06 AM","1/1/2018, 3:14:49 AM",1,9.63,1,N,236,231,1,29,0.5,0.5,6,0,0.3,36.3,-,-
2,"1/1/2018, 2:03:35 AM","1/1/2018, 2:33:15 AM",1,19.55,2,N,132,262,1,52,0,0.5,10,5.76,0.3,68.56,-,-
2,"1/1/2018, 2:39:12 AM","1/1/2018, 2:44:39 AM",1,1.49,1,N,140,263,1,6.5,0.5,0.5,0.78,0,0.3,8.58,-,-
2,"1/1/2018, 2:45:15 AM","1/1/2018, 3:04:49 AM",1,3.49,1,N,263,48,1,15.5,0.5,0.5,5.04,0,0.3,21.84,-,-
1,"1/1/2018, 2:09:44 AM","1/1/2018, 2:42:08 AM",1,3.2,1,N,264,48,1,20.5,0.5,0.5,4.35,0,0.3,26.15,-,-
1,"1/1/2018, 2:45:35 AM","1/1/2018, 3:15:04 AM",1,3.3,1,N,48,140,1,19.5,0.5,0.5,4.15,0,0.3,24.95,-,-
1,"1/1/2018, 2:13:06 AM","1/1/2018, 2:38:37 AM",1,17.2,2,N,132,141,1,52,0,0.5,7.6,0,0.3,60.4,-,-
